product_name,product_link,review_date,review_title,review_rating,review_comment
"PROKLEAR ® WWC Windshield Wash Additive Concentrate 500ml -Just Add 5ml Per Fill, Keeps Windshield Clear and Wipers Lubricated 100 Refills, Anti Wiper Judder Formula",https://www.amazon.in/Proklear-Windshield-Additive-Concentrate-500ml/dp/B075QHWRWM,9 May 2022,eliminates wiper judder ,5,this is one of the best products to be used it leaves very very less white residue on windshield as compare to a shampoo or ezee that we put in washer the wipers will stop judder with regular use and it cleans the windshield in mo time alwaysuse it with filter water instead of tap water and the spray nozzles will not clogg 
"PROKLEAR ® WWC Windshield Wash Additive Concentrate 500ml -Just Add 5ml Per Fill, Keeps Windshield Clear and Wipers Lubricated 100 Refills, Anti Wiper Judder Formula",https://www.amazon.in/Proklear-Windshield-Additive-Concentrate-500ml/dp/B075QHWRWM,21 December 2021,works like a charm ,5,i m writing this review after a month of use of this product i only use my company s own windshield wiper fluid at least i did for the last 2 years since i bought my car but circumstances led me to be forced to buy this wiper fluid and trust me i aren t disappointed it leaves no scratches even i have to wash my windshield after driving through some seriously dusty roads most of all this thing leaves no water on my windshield seriously my car would be covered everywhere with mist dew in the morning save my windshield because of this wiper fluid driving when it rains too feels better somehow 
"PROKLEAR ® WWC Windshield Wash Additive Concentrate 500ml -Just Add 5ml Per Fill, Keeps Windshield Clear and Wipers Lubricated 100 Refills, Anti Wiper Judder Formula",https://www.amazon.in/Proklear-Windshield-Additive-Concentrate-500ml/dp/B075QHWRWM,19 June 2019,good product ,5,is is a good product and does it job pretty well recommended for long trip drivers and it is much cheaper than the authorised service centre plastic pouches which sell for 20 or 25 rupees you can keep the bottle in your car and use it whenever required or prepare the solution in some water bottles and keep them handy for use in case of emergency of long highway trips 
"PROKLEAR ® WWC Windshield Wash Additive Concentrate 500ml -Just Add 5ml Per Fill, Keeps Windshield Clear and Wipers Lubricated 100 Refills, Anti Wiper Judder Formula",https://www.amazon.in/Proklear-Windshield-Additive-Concentrate-500ml/dp/B075QHWRWM,26 April 2021,does the job very well ,5,it works exactly as they claim ihave used different brands in the last 4 years but this one really does the magic the windshield becomes cleans without streaks and scratches very small quantity required highly recommended 
"PROKLEAR ® WWC Windshield Wash Additive Concentrate 500ml -Just Add 5ml Per Fill, Keeps Windshield Clear and Wipers Lubricated 100 Refills, Anti Wiper Judder Formula",https://www.amazon.in/Proklear-Windshield-Additive-Concentrate-500ml/dp/B075QHWRWM,5 August 2019,glass cleaning is fine doesnt lubricate wiper blades they start juddering ,3,used after recommended dilution cleans glass as expected however throws a bit more bubbles than other products of another brand i was using till now doesnt lubricate wiper blades as claimed the blades start making noise and shudder yellowish liquid good lemon like smell 
"PROKLEAR ® WWC Windshield Wash Additive Concentrate 500ml -Just Add 5ml Per Fill, Keeps Windshield Clear and Wipers Lubricated 100 Refills, Anti Wiper Judder Formula",https://www.amazon.in/Proklear-Windshield-Additive-Concentrate-500ml/dp/B075QHWRWM,27 July 2019,great product must have for every car user who cares ,4,it is a great value for money product and works great i live in mumbai that faces 3 months of continuous rainfall second year for my car wipers and i haven t replaced them yet yess it improves life of wipers too in addition to keeping the windscreen clean i have used the diluted liquid on few occasions to clean the car in absence of water as well worked fine 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,30 May 2020,crystal clear glass and super silent wipers ,5,been using this for the past 7 years keeps the wipers soft and the windscreen clear removes bird poop or even the most stubborn stains from the windscreen in a few wiper swipes it has shown better results than the 3m equivalent lacks water repellant properties so i usually add a recommended amount of rain x to the washer mixture the results are phenomenal if you like your windscreens crystal clear use this it s german 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,27 April 2019,poor packaging ,2,this is an initial review about the condition in which the product was delivered the contents were sticking on the outside of the bottle as a thick gel and have spilled on the invoice in the same carton i find returning a cumbersome process and use it only if the product is not usable so will not be exercising that option the quantity also doesn t seem to be full any liquid is filled up to the top of the container whereas this one seems to be well below the normal level to which a fluid is filled in any bottle based on assumption no measurement done check the images the car windshield water container has only recently been topped up so it will not be a until a few months that the actual product review will be available 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,22 June 2022,mind soothing ,5,product could product of the millenium bottle design for me is innovative you press it the cup at the neck holds you quantity for 2 liters of water happy to use it a good addition to my car accessories team i fear they shall not form a union unions ruin the organization if not handled proper 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,14 November 2021,does what it says it does ,5,works well cleans the windshield but i think mice love it s flavour as they devoured the tubing to the windshield washer the very next day i used this in the water tank of my car now i have a good detergent but no pipe to carry it to the nozzle 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,3 August 2022,cleans the windscreens with minimal wiper usage ,5,have used a couple of other windshield cleaner products before most of them were ok or did a good job but if you have a rear windscreen washer then some of the products do leave a residue on the paint that does wash off but i wanted to try something new i have used couple of other products from sonax and they were good this windshield cleaner from sonax did a good job infact i can say it was better than other products just one spray and a single wiper swipe and the glass is clean also i have not noticed any residue on the rear panel or bumper post using it besides the dust non streakcan t comment on the fragrance however 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,6 January 2020,don t buy if you are looking for antiglare ,5,in clear weather it seems to clean perfectly but during rain it is not able to clear wax films microlayers of car wash deposits and due to that light of the oncoming traffic scatters it was unable to lift old deposits from windscreen i am writing this review after close observation and sufficient use 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,5 December 2021,below average product ,2,after using it for more than a year i can say this is just a average product it doesn t clean the windshield as it s mentioned by others in the reviews so please don t just buy this product by reading the reviews i also used a mild normal shampoo solution clinic plus i find that more effective than this expensive product 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,16 February 2020,very satisfied with the product ,5,this is my second purchase of this product there is a convenient measuring mechanism attached to the bottle also providing just the correct amount of form while doing the windscreen washing not more or less with the correct amount of fluid in the washer reservoir gives a better cleaning of the glass in the rainy day drive in the highway as well as in the hot summer day drive 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,5 September 2021,very good results ,5,i bought this and filled in my tata nano and hyundai santro and tested it does the job really good i am planning to buy more and use them in future excellent product 
Sonax 371141 Clear View 1:100 Windscreen Washer | Eradicates Dazzling And Greasy Films | Removes Tough Stains & Dirt - 250ml,https://www.amazon.in/Sonax-371141-Clear-View-Cleaner/dp/B000S6AQQY,28 July 2022,windshield cleaner which doesn t clean anything ,1,windshield cleaner by sonax is not even worth calling a windshield cleaner it doesn t even clean anything on the windshield but it leaves behind some marks on the windshield and it becomes worst at night better to go for some other product 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,13 March 2022,niz product ,5,just drop 1 tablet and you get soapy for magic cleaning good product for car caretaker impressed very much for its windshield cleaning property tablet dissolve within few minutes and ready for its magic work helpful in reducing wiper marks and long lasting shine like sunshine 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,23 February 2022,hassle free ,5,no more pouring liquid shampoo just drop one tablet and you get soapy water for good cleaning good product for car owners 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,17 February 2022,every car must need product ,5,liked very much for its windshield cleaning property no waterspots found after using first time itself tablet dissolve within few minutes and ready for its work helpful in reducing wiper marks and long lasting shine 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,21 July 2022,received only 12 tablets in pack out of 15 ,3,received only 12 tablets out of 15 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,2 August 2022,very bad ,1,i used in car but not good 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,30 March 2022,best performance ,5,does it s job 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,20 February 2022,very good product ,5,very good product 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,8 March 2022,easy to use ,5,the product is good and easy to use it can clean and remove the dirt from the car glass 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,9 April 2022,good ,5,good cleaning 
LYDL Car Windshield Glass Concentrated Washer Tablets Solid Car Effervescent Tablets Glass Solid Wiper Cleaning Tablets for Car Kitchen Window (20pcs),https://www.amazon.in/LYDL-Windshield-Concentrated-Effervescent-Cleaning/dp/B09RJ3WFP3,11 March 2022,nice product nice cleaning ,5,easy to use comes with good packaging 
"Rain-X Rain Repellent (207 ml) and Rain-x Anti Fog (103 Ml) | (2 Pack Large Size Combo with Additional Microfibre Cloth - 340 GSM, Size - 40X40 cm)",https://www.amazon.in/Rain-X-Repellent-Rain-x-Additional-Microfibre/dp/B098MX5JRG,26 September 2021,dont buy this combo offer ,1,1 small bottle rain x and small1 bottle anti fog bottle and 1 microfiber clothrain x small bottle is damaged and rs1160 dont buy this product plz 
"Rain-X Rain Repellent (207 ml) and Rain-x Anti Fog (103 Ml) | (2 Pack Large Size Combo with Additional Microfibre Cloth - 340 GSM, Size - 40X40 cm)",https://www.amazon.in/Rain-X-Repellent-Rain-x-Additional-Microfibre/dp/B098MX5JRG,8 September 2021,the rain repellant works anti fog might be a gimmick ,5,as visible in the video the area in the wiper coverage has now been washed off of the rain repellant and this makes a clear distinction between the water beading hydrophobic properties of this product the water doesn t stick to the windshield instead rolls down quicker as compared to non treated surface 
"Rain-X Rain Repellent (207 ml) and Rain-x Anti Fog (103 Ml) | (2 Pack Large Size Combo with Additional Microfibre Cloth - 340 GSM, Size - 40X40 cm)",https://www.amazon.in/Rain-X-Repellent-Rain-x-Additional-Microfibre/dp/B098MX5JRG,17 August 2021,best rain repellant ,5,one of the best rain repellent i have ever used easy to apply effective product not only for rain it is recommended for all time usage as wont allow stains bird beat and other dust to stuck on glasses also apply this on on head and tail lamp of the vehicle so that the throw of light in night will be much more clear and no dust stuck on that as well 
"Rain-X Rain Repellent (207 ml) and Rain-x Anti Fog (103 Ml) | (2 Pack Large Size Combo with Additional Microfibre Cloth - 340 GSM, Size - 40X40 cm)",https://www.amazon.in/Rain-X-Repellent-Rain-x-Additional-Microfibre/dp/B098MX5JRG,30 January 2022,did not receive microfibre cloth ,1,i did not get any micro fibre cloth in the package 
"Rain-X Rain Repellent (207 ml) and Rain-x Anti Fog (103 Ml) | (2 Pack Large Size Combo with Additional Microfibre Cloth - 340 GSM, Size - 40X40 cm)",https://www.amazon.in/Rain-X-Repellent-Rain-x-Additional-Microfibre/dp/B098MX5JRG,4 December 2021,great products ,5,very happy with my purchase easy to use and worked beautifully the additional microfiber cloth was also very helpful 
"Rain-X Rain Repellent (207 ml) and Rain-x Anti Fog (103 Ml) | (2 Pack Large Size Combo with Additional Microfibre Cloth - 340 GSM, Size - 40X40 cm)",https://www.amazon.in/Rain-X-Repellent-Rain-x-Additional-Microfibre/dp/B098MX5JRG,26 August 2021,really a good product useful ,5,seller is very cooperative and product which are sended is very useful its work 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,11 January 2021,worst ,1,it doesn t do anything except creating white patches on the windshield and other areas 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,5 November 2020,best car accessories for windshield glass cleaner ,5,pros 1 environmental friendly no damage to window2 efficient dissolution leaves no trace3 fastly remove oil dirt dust4 soften the wiper reduce noise5 clean window safe driving6 don t have to worry that it might spill like other wash fluid 7 made in india 8 individually packed 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,5 March 2021,nice product good amount of savings ,5,i like the product you can save so much of money from this windshield cleaner bottle of 100 ml will cost you 70 rupees this pill will cost you only 14 5 rupees i am using hella wiper of 1200 rupees for my car so noise free wiping i can use 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,5 April 2021,makes the glass dirty instead of cleaning it ,1,i wish i had believed the reviews and not purchased this item this product does nothing much except leave white spots on the glass plain water works better if you add these detergent pills it makes the water slightly soapy tough and dried spots remain as they are and the soap leaves a residue on the glass and minimum quantity of purchase is 2 so now i have a lot of pills which i need to throw out 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,7 April 2021,leaves white patches after use ,1,whenever i use it it cleans the area well but at the edges it leaves which patches which makes my car look nasty i need to clean those patches with water again its better to use water itself than this product 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,27 November 2021,highly priced only one packet received ,4,price is high orders 2 packet as mandated by the seller but i received only one packet with the label as 2 packets 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,18 April 2021,no use ,1,don t clean windshield but even make a thin whitish film making it bit translucent not recommended at all better to add good quality 3m or other brand windshield washer fluid 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,30 March 2022,easy to use ,4,drop in along with distilled water in the washer liquid tank and that s it all done it dissolved quickly and the results are also good i even use it to clean windows and screens 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,17 December 2020,works great ,5,it works great for better results add drinking water or distilled water 
NexStar Car Wiper Detergent Effervescent Washer Auto Windshield Cleaner Glass Cleaning Compact Concentrated Tablets -30 Pcs/1Set,https://www.amazon.in/NexStar-Detergent-Effervescent-Windshield-Concentrated/dp/B08L4QZ347,8 February 2021,value for money ,5,good one value for money 
"Auto Factor Glass Perfection 500 Ml| Windshield Washer Fluid,Concentrate| Car Wiper Liquid| Highly Concentrated",https://www.amazon.in/Auto-Factor-Perfection-Concentrate-Concentrated/dp/B0974FYRN9,31 March 2022,good cleaning ,5,good for windscreen cleaning 
"Auto Factor Glass Perfection 500 Ml| Windshield Washer Fluid,Concentrate| Car Wiper Liquid| Highly Concentrated",https://www.amazon.in/Auto-Factor-Perfection-Concentrate-Concentrated/dp/B0974FYRN9,25 November 2021,good item ,4,nothing 
"Digicom Car Glass cleaning Kit, windshield glass washer cleaner, Cleaning detergent effervescent tablets wiper liquid fluid for car, Glass, home, office etc. (PACK OF 12)",https://www.amazon.in/Digicom-cleaning-windshield-detergent-effervescent/dp/B0B657TJGH,2 August 2022,poor quality poor quality poor quality ,1,poor quality poor quality poor quality poor quality poor quality poor quality poor quality poor quality poor quality poor quality 
"Digicom Car Glass cleaning Kit, windshield glass washer cleaner, Cleaning detergent effervescent tablets wiper liquid fluid for car, Glass, home, office etc. (PACK OF 12)",https://www.amazon.in/Digicom-cleaning-windshield-detergent-effervescent/dp/B0B657TJGH,7 May 2022,very good ,4,easy to use product arrived on time also product is good 
A-Mart Car Windshield/Glass Cleaner Tablets (30 Pcs Car Glass Cleaner Tablets),https://www.amazon.in/Mart-Windshield-Cleaning-Detergent-Effervescent/dp/B097R88GSF,4 July 2021,a brilliant product for good cleaning worth the price and works very well ,5,a really good product worth the price one would be sceptical at first about this product if the tablets would really work or not but i was able to use this with ease for a small usage you would just need to put half a tablet in 500ml of water and within minutes you will be good to go we crumbled the tablet a little before usage and it worked perfectly it can be used for cleaning indoor glass surfaces and windows as well as car windowd and glass surfaces one tablet can be used for 4l of water as written on package hence it is upto you what intensity and how much cleaner is required proper instructions on the packaging also make it easy for the user we received it in good condition and delivery was also fast worth the money highly recommended 
A-Mart Car Windshield/Glass Cleaner Tablets (30 Pcs Car Glass Cleaner Tablets),https://www.amazon.in/Mart-Windshield-Cleaning-Detergent-Effervescent/dp/B097R88GSF,24 June 2021,superp ,5,excellent glass cleaner ideal for car windshield 
A-Mart Car Windshield/Glass Cleaner Tablets (30 Pcs Car Glass Cleaner Tablets),https://www.amazon.in/Mart-Windshield-Cleaning-Detergent-Effervescent/dp/B097R88GSF,9 February 2022,this product is amazing highly recommend it for you guys ,5,a mart tablets are amazing had used many cleaner tablets but nothing worked better than these totally cleaned the every corner of the glass without leaving any residue and it has been recovered absolute clean just like new i have just took one piece of the tablets to match one barrels of water the effect is truly obvious as the picture shows you are worth to have these i am really impressed with these cleaning tablets they not only clean the car windshield and glasses but also can be used to clean household windows glasses and other surfaces too for best results please use paper while wiping the glasses highly recommended 
A-Mart Car Windshield/Glass Cleaner Tablets (30 Pcs Car Glass Cleaner Tablets),https://www.amazon.in/Mart-Windshield-Cleaning-Detergent-Effervescent/dp/B097R88GSF,28 June 2021,simply super ,5,dose what it s made for 
A-Mart Car Windshield/Glass Cleaner Tablets (30 Pcs Car Glass Cleaner Tablets),https://www.amazon.in/Mart-Windshield-Cleaning-Detergent-Effervescent/dp/B097R88GSF,11 February 2022,excellent best glass cleaning tablet ,5,love these tablets easy to use and very effective works like colin in a very effective manner and in cost effective manner useful to clean all type of glasses including car windshield car glasses household window and door glasses mirror laptop screen etc 
A-Mart Car Windshield/Glass Cleaner Tablets (30 Pcs Car Glass Cleaner Tablets),https://www.amazon.in/Mart-Windshield-Cleaning-Detergent-Effervescent/dp/B097R88GSF,26 July 2022,good product ,5,its easy to use quick dilution in water good results 
