product_name,product_link,review_date,review_title,review_rating,review_comment
Roger Car Engine Oil Ceramic Coating with 8 ml Quantity Injection for Petrol and Diesel Cars,https://www.amazon.in/Roger-Ceramic-Coating-Quantity-Injection/dp/B01DLPBCXE,2 August 2022,nothing much to expect ,4,car feels little smoother as you feel during every oil change no changes in pick up do not know it surely fill microscopic scartches or any internal benifits but surely while driving i just felt the roar of engine was bit lesssame smoothness can be achieved using synthetic oils i feel its just a marketing gimic 
Roger Car Engine Oil Ceramic Coating with 8 ml Quantity Injection for Petrol and Diesel Cars,https://www.amazon.in/Roger-Ceramic-Coating-Quantity-Injection/dp/B01DLPBCXE,26 October 2019,very effective and innovative product ,5,fabulous productin a week you will notice difference in performance of your cari have installed it in my birth carddiesel bentopetrol ford figovery happy with performance 
Roger Car Engine Oil Ceramic Coating with 8 ml Quantity Injection for Petrol and Diesel Cars,https://www.amazon.in/Roger-Ceramic-Coating-Quantity-Injection/dp/B01DLPBCXE,1 March 2020,good product but bit expensive ,3,second time i am using this in my 3 year old automatic diesel duster since this product is meant for 40000 km an instant feedback is difficult but it should be doing good in smoothing the car i would recommend 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,26 November 2020,no complaints on oil but no difference neither ,3,toyota authorized service center provides semi synthetic 5w30 engine oil for innova crysta manual says 0w30 will be better changed to shell helix ultra fully synthetic 0w30 no difference in engine noise no difference in smoothness no difference in mileage so concluded that semi synthetic oil is good enough 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,14 April 2021,0w30 is better than 5w30 ,5,the only oil in india with viscosity index of 204 great start up protection viscosity 59 40 degree and highway viscosity also is around 11 9 100 degree better than liqui moly and castrol 5w30 ll mobil 5w30 esp using in jeep compass low saps ideal for all diesel engines bs4 6 and turbocharged bs6 petrol engines like in kia hyundai and volkswagen 1 0 tsi 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,9 May 2021,great oil for hyundai venue 1 0 turbo ,5,engine oil is very good and it s the top end model of shell company and it really doesn t disappoint if you want to use the best engine oil just go for it but first check it in your owners manual that it is compatible or not btw i got it for rs 2945 btw if anyone is using the hyundai venue 1 0 turbo variant for them it s perfect because it s specification is c2 i e if you open your cars manual it s mentioned that c2 is best for your car you will hardly find good engine oil with acea c2 specification my advice would be just go for it try it for yourself update i have ran my car around 4 5k kms in this oil and it s performing well earlier i was using normal oil and the engine voice i loved hearing was gone and when i switched to this oil it can back and it is feeling like brand new again 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,6 August 2021,not that much hype what everyone is telling ,4,no noticeable change apart from mileage that increase from 1 1 5 km not sure whether my swift diesel engine compatible or not as per company guidelines diesel oil recommendation is 15w 30 or 15w 40however the shell has acea c2 c3 which helps in combustion and cleaning of slugs in engine still waiting for long run to see response on this oil on highways 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,23 November 2020,shells flagship oil doesn t disappoint ,5,have used shells helix ultra for years and had high expectations from this oil being shells flagship product it doesn t disappoint immediate smoother engine performance from my vw tdi jetta with significantly lower noise levels 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,22 October 2021,not much difference seen ,3,had been using fully synthetic oils for my tata vista d90 fiat 1 3l engine tuned for 90hp for 6yrs now didn t find much justification for the almost 30 higher price noise levels are low like any other fully synthetic oil and couldn t find any substantial mileage improvement been a month since the oil change 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,26 July 2022,we can find much cheaper alternatives ,4,i have shifted from shell helix 5w30 fully synthetic oil to this oil as honda amaze diesel owner manual says to use acea c2 c3 but there is not much difference i can t find difference for paying more premium i suggest to use helix 5w30 if you are in budget but both of them can be used for 10000km 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,6 November 2021,sub standard old product delivered ,1,a product more than 2 years old is delivered really disappointed with how the amazon keeps such kind of vendors 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,9 April 2022,3 5 years old product ,1,it s manufactured on nov 2019 almost 3 years old product selling on amazon worst product don t buy if you get from latest 2022 year then go for it 
"Shell Helix Ultra ECT 0W30 API SN, ACEA C2/C3 Fully Synthetic Engine Oil for Petrol, Diesel and Hybrid Cars (4 L)",https://www.amazon.in/Shell-API-SN-Plus-ACEA/dp/B084STBYJG,26 August 2021,works like magic ,5,works like magic so smooth the engine sounds like new and even mileage increase a must oil 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,2 November 2021,nice ,4,good cheap oil 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,20 November 2021,vehicle speed late pick up in this engine oil is draw back ,4,engine noise nice pick up with in 80km ok after that late pick up only draw back after changing other oil vehicle back to same pick up 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,5 August 2022,good oil at low price ,4,good oil at best price 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,18 July 2022,engine is silent gud oil packing 3 5 litre only made by the company all packing is engine oil ,4,gud oil end very cheap price 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,3 March 2022,smoot experience ,5,i loved piston 5w30 engine oil my car is runnings very smooth and mileage is also increased recommended 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,17 March 2022,awesome product ,4,amazing product you can use it in your vehicle without any hesitation i tried in many vehicles it works very well 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,15 July 2022,waste of money ,1,i am really sick of this product its totally waste of money i never recommend this type of product to buy any quality is very cheap 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,24 March 2022,quality is such good ,5,my inova car is running smoothly after i put piston 5w30 synthetic engine oil engine noise is quite silent 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,14 April 2022,good oil ,5,value for money low price as market engine oil is too much good compare to other oil brands 
"PISTON 5W-30 API SN Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-Synthetic-Technology-Engine-Petrol/dp/B098TPJGH7,28 June 2022,excellent ,5,excellent product performance and available at very reasonable price highly recommend piston 5w30 engine oil 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,17 August 2021,fake item ,1,fake item there is no any barcodes amazon should observe this point nobody dont buy this product 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,16 January 2020,fake don t buy this product ,1,there was no hologram or scratch code moreover the stickering of the product was damaged and of low quality i am pretty sure it was fake amazon didn t allow me to return this product 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,4 April 2022,best for indian diesel cars ,5,worth every penny easily can be changed up to interval of 10000kms 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,7 February 2020,not suitable for amaze ,2,not suitable for honda amaze diesel high engine sound and heating 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,1 March 2022,fake product ,1,cap and seal are broken and bar code is missing 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,9 September 2021,why the can seal of the cap was broken ,3,i was worried why the cap seal is broken because i wanted that oil to use on vento tsi 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,2 March 2020,good engine oil ,5,good one don t worry about voucher inside when getting for this price iast two times used in hyundai creta fully satisfied once used in swift both are doing good 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,24 May 2022,best product ,5,best 
"Shell Helix HX8 5W-30 API SN/CF, ACEA A3/B4 Fully Synthetic Engine Oil for Cars (5 L)",https://www.amazon.in/Shell-Helix-5W-30-Synthetic-Engine/dp/B07NQKX4Q2,15 March 2020,for smoother low nvh level use it ,5,excellent oil for diesel cars engine became smooth nvh levels gone done significantly use it with liqui moly engine oil additive 
"Mobil Super 1000 Diesel API CH-4 Multigrade Engine Oil (5L, 15W-40)",https://www.amazon.in/Mobil-Super-Diesel-Premium-Mineral/dp/B07KMKPVF9,5 October 2020,nice ,5,veri good engine oil 
"Mobil Super 1000 Diesel API CH-4 Multigrade Engine Oil (5L, 15W-40)",https://www.amazon.in/Mobil-Super-Diesel-Premium-Mineral/dp/B07KMKPVF9,1 December 2021,cap seal was broken therefore no guarantee of the originality ,1,cap seal was broken therefore no guarantee of the originality of the product and no return policy 
"Mobil Super 1000 Diesel API CH-4 Multigrade Engine Oil (5L, 15W-40)",https://www.amazon.in/Mobil-Super-Diesel-Premium-Mineral/dp/B07KMKPVF9,12 April 2022,superb ,5,very smooth engine running sound diffrend smooth 
"Mobil Super 1000 Diesel API CH-4 Multigrade Engine Oil (5L, 15W-40)",https://www.amazon.in/Mobil-Super-Diesel-Premium-Mineral/dp/B07KMKPVF9,23 October 2020,mobil super 1000 diesel ,5,one of the best mineral engine oil for diesel cars i am using this oil in my verna 1 6crdi innova crysta 2 4d i am satisfied with the performance of this engine oil as i can feel the smoothness of both the cars after driving nearly 500km approx nvh are also under control at high rpm for best result either go for mobil super 1000 diesel castrol magnetic diesel or shell rimula if you have diesel cars 
"Mobil Super 1000 Diesel API CH-4 Multigrade Engine Oil (5L, 15W-40)",https://www.amazon.in/Mobil-Super-Diesel-Premium-Mineral/dp/B07KMKPVF9,7 November 2021,its cheap inexpensive not cheap waste ,5,it s priced goodfeels goodcar is running smoothlyno issuesjust add oil additives and you are good to goo flush engine if you feel engine is heavy in response while changing oil go for it 
Shell Helix HX5 15W-40 API SN Premium Mineral Engine Oil for Diesel & Petrol Cars (4 L),https://www.amazon.in/Shell-Helix-HX5-Premium-Mineral/dp/B08WTRTLN2,17 November 2021,my safari is running brilliantly with shell ,5,the ad is doing justice to the product yes its a fantastic oil available in the market and it can do wonders to your car 
Shell Helix HX5 15W-40 API SN Premium Mineral Engine Oil for Diesel & Petrol Cars (4 L),https://www.amazon.in/Shell-Helix-HX5-Premium-Mineral/dp/B08WTRTLN2,30 March 2022,no 1 for my suzuki esteem ,5,no 1 for my suzuki esteem 
Shell Helix HX5 15W-40 API SN Premium Mineral Engine Oil for Diesel & Petrol Cars (4 L),https://www.amazon.in/Shell-Helix-HX5-Premium-Mineral/dp/B08WTRTLN2,23 December 2021,good engine oil for diesel car suv ,4,good engine for diesel cars suv 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,21 September 2020,superb ,4,great deal in this price range good oil for my old bullet 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,30 October 2020,gulf ,5,the name is enough at a very good price delivered at my doorstep what else 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,28 March 2022,good engine oil ,4,it is a great engine oil i use this product very long time 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,14 December 2021,really works ,5,use it than u will believe it 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,20 June 2020,nice ,5,oil is good 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,20 December 2020,gulf is gulf ,5,good product at 799 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,13 May 2021,not suitable for diesels car ,1,not suitable for diesel car as mention do not use for diesel car 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,7 April 2022,engine oil ,4,value for money 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,6 April 2021,ordered for old bullet ,5,best for old ci bullet 
GULF Multi G+ SAE 20W-50 Passenger car Engine Oil [3 L] - Pack of 1,https://www.amazon.in/GULF-Multi-SAE-20W-50-Pack/dp/B07TNJPSKK,11 January 2021,nice ,4,nice 
"SERVO Futura G Plus Synthetic Engine Oil for Gen Petrol and Diesel Car/SUVs 5W-30, 3.5L",https://www.amazon.in/Futura-Synthetic-Engine-Petrol-Diesel/dp/B07P6R83NJ,30 November 2020,a very good product ,5,though all servo products are good bit this particular sku futura g has following advantages which i observed 1 vibrations reduces dramatically 2 engine noise reduces a lot 3 engine pull imroves even at higher gears 4 mileage improved by 1 5 kmpl for my dzire vxi as compared to servo mgo 5w30 or any shell oil volvoline i have used all 3 in last 5 years 
"SERVO Futura G Plus Synthetic Engine Oil for Gen Petrol and Diesel Car/SUVs 5W-30, 3.5L",https://www.amazon.in/Futura-Synthetic-Engine-Petrol-Diesel/dp/B07P6R83NJ,1 November 2020,old material with new paper ,1,product manufacturing date and coupon date is having one year diffrence seems exipre material 
"SERVO Futura G Plus Synthetic Engine Oil for Gen Petrol and Diesel Car/SUVs 5W-30, 3.5L",https://www.amazon.in/Futura-Synthetic-Engine-Petrol-Diesel/dp/B07P6R83NJ,4 June 2021,excellent ,4,good product of this price range 
"SERVO Futura G Plus Synthetic Engine Oil for Gen Petrol and Diesel Car/SUVs 5W-30, 3.5L",https://www.amazon.in/Futura-Synthetic-Engine-Petrol-Diesel/dp/B07P6R83NJ,25 December 2020,old oil ,1,this is old oil manufacturing date of out of lebel 26 09 20 but coupon validity till 31 dec 2019 
"SERVO Futura G Plus Synthetic Engine Oil for Gen Petrol and Diesel Car/SUVs 5W-30, 3.5L",https://www.amazon.in/Futura-Synthetic-Engine-Petrol-Diesel/dp/B07P6R83NJ,4 June 2022,good ,5,outstanding 
"SERVO Futura G Plus Synthetic Engine Oil for Gen Petrol and Diesel Car/SUVs 5W-30, 3.5L",https://www.amazon.in/Futura-Synthetic-Engine-Petrol-Diesel/dp/B07P6R83NJ,29 December 2020,excellent ,4,excellent oil engine sounds much smoother 
"SERVO Futura G Plus Synthetic Engine Oil for Gen Petrol and Diesel Car/SUVs 5W-30, 3.5L",https://www.amazon.in/Futura-Synthetic-Engine-Petrol-Diesel/dp/B07P6R83NJ,30 July 2022,quality engine oil ,5,good quality engine oil 
"SERVO Futura G Plus Synthetic Engine Oil for Gen Petrol and Diesel Car/SUVs 5W-30, 3.5L",https://www.amazon.in/Futura-Synthetic-Engine-Petrol-Diesel/dp/B07P6R83NJ,15 September 2020,good ,4,servo oil acha hai thickness is good veh easy to run vry nice i like it amazon good nice easy to search 
"PISTON 10W-40 API SN/CF Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-10W-40-Synthetic-Technology-Engine/dp/B09FS5N1DT,28 November 2021,genuine oil ,5,high quality oil at very convenient price engine runs very smoothly you can try it without any hesitation i used this oil in my car since 5 years there s no problem in my engine 
"PISTON 10W-40 API SN/CF Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-10W-40-Synthetic-Technology-Engine/dp/B09FS5N1DT,3 March 2022,best engine oil ,5,my car is running very smooth after i change piston 10w40 engine oil and also milage is increased recommended engine oil 
"PISTON 10W-40 API SN/CF Synthetic Technology Engine Oil For Petrol,Diesel & Cng Cars (3.5 L)",https://www.amazon.in/Piston-10W-40-Synthetic-Technology-Engine/dp/B09FS5N1DT,24 November 2021,best engine oil ever ,5,i tried many engine oils but when i use this my engine runs smoothly it s quality is much better than many other engine oils 
IDEMITSU SN 0W-20 Fully Synthetic Petrol Engine Oil (3.5 L),https://www.amazon.in/PITZO-IDEMITSU-Synthetic-Petrol-Engine/dp/B07HKS94XM,26 July 2021,pretty good oil ,5,pretty good full synthetic oil used recently for celerio amt engine sound is reduced and its butter smooth now pick up increased as well mileage increased approx 1 5kmpl defenetly a worth buying oil for celerio amt update after a year oil lost its power when nearing 9k kms and pickup got reduced lost that butter smooth which it gave initially mileage had not dropped 
IDEMITSU SN 0W-20 Fully Synthetic Petrol Engine Oil (3.5 L),https://www.amazon.in/PITZO-IDEMITSU-Synthetic-Petrol-Engine/dp/B07HKS94XM,21 January 2021,just the perfect oil ,5,the perfect oil for any car requiring 0w 20 engine oil i added to my honda city automatic and got a fantastic mileage of 20 on decent highway run totally happy with the performance the cons in this 3 5ltr can i actually got only 3 3ltr of oil a request to the manufacturer if you can come out with a 4 ltr can it would be very helpful for honda or any other car manufacturers as they require 3 6 ltrs of oil 
IDEMITSU SN 0W-20 Fully Synthetic Petrol Engine Oil (3.5 L),https://www.amazon.in/PITZO-IDEMITSU-Synthetic-Petrol-Engine/dp/B07HKS94XM,28 June 2022,ok oil ,4,this is just an oil like any other oil similar to this like shell castrol or anything else people are exaggerating too much stating it is soo smooth don t know if engine is on and all that same with mileage as well nothing out of the world here one star less because the mechanic coupon that offers discount of 150 to 1000rs is carefully removed by the seller so it is as good as not getting any discount at all 
IDEMITSU SN 0W-20 Fully Synthetic Petrol Engine Oil (3.5 L),https://www.amazon.in/PITZO-IDEMITSU-Synthetic-Petrol-Engine/dp/B07HKS94XM,6 January 2021,long term review after 10000km ,5,bought the engine oil for my 2018 ignis and now completed 10 000km odo 27 500 37 500 pros as soon as the oil change is done the engine became as smooth as new i have to look at the tachometer to find out if the engine is on seriosly it s that smooth i have observed the throttle response is much better than before especially acceleration from low speeds in second gear mileage got increased a lot i was able to get 34 1km l after 200km highway drive with driver one adult no luguage mostly doing speeds of constant 60 70kmph cons all the pros hold until 6000kms once 6 7k kms crossed after oil change the engine started become little bit rough a very little bit post 6 7k i have observed a mileage drop as well the same 200km stretch with similar driving conditions gave be a max of 28 5kmpl max now i crossed 10k after oil change the engine is not very smooth mileage is still ok i got 26kmpl from hyderabad to bangalore highway with 5 6 people and max luguage my rear view mirror is blocked with luguage verdict overall it s a very good engine oil i ordered another one for the oil change which i am planning to do it myself i would recommend changing this oil every 8k to maintain engine smoothness and mileage and also for longer engine life 
IDEMITSU SN 0W-20 Fully Synthetic Petrol Engine Oil (3.5 L),https://www.amazon.in/PITZO-IDEMITSU-Synthetic-Petrol-Engine/dp/B07HKS94XM,1 July 2022,fantastic at this price ,5,used on suzuki dzire 3rd gen 1 2 p engine smoothness has improved considerably little to almost no idling engine noise sits at around 500 rpm initial pickup has increased too yet to test out the fuel economy i hope it ll definitely see an increment 
IDEMITSU SN 0W-20 Fully Synthetic Petrol Engine Oil (3.5 L),https://www.amazon.in/PITZO-IDEMITSU-Synthetic-Petrol-Engine/dp/B07HKS94XM,2 December 2021,excellent product ,5,used this product for last 3month cold start is excellent mileage is good engine response is good felt little low on pickup satisfied with the performance will have to see the performance after 7k km 
IDEMITSU SN 0W-20 Fully Synthetic Petrol Engine Oil (3.5 L),https://www.amazon.in/PITZO-IDEMITSU-Synthetic-Petrol-Engine/dp/B07HKS94XM,30 July 2022,old product sent ,1,sent an old dated product and date was cut out from place you can check in the given pic 
